DATE SYMBOL CUSIP
2020-08-10 THD 464286624
2020-08-10 TMF 25459W540
2020-08-10 UGL 74347W601
2020-08-10 WEBS 25460E356
2020-08-10 XBUY 032108870
2020-08-10 ZSL 74347W114
2020-08-11 AAAU 715426102
2020-08-11 ASGI 00326W106
2020-08-11 ASM 053906103
2020-08-11 CQQQ 46138E800
2020-08-11 EB 29975E109
2020-08-11 ENSV 29358Y102
2020-08-11 FISR 78470P507
2020-08-11 FXA 46090N103
2020-08-11 HSMV 33741Y100
2020-08-11 IDRV 46435U366
2020-08-11 IHY 92189F445
2020-08-11 INDS 69374H766
2020-08-11 JOYY 45687D106
2020-08-11 PHDG 46090A705
2020-08-11 PSF 19248Y107
2020-08-11 PTBD 69374H642
2020-08-11 PTIN 69374H683
2020-08-11 SPHY 78468R606
2020-08-11 THD 464286624
2020-08-11 TMF 25459W540
2020-08-11 UGL 74347W601
2020-08-11 WEBS 25460E356
2020-08-11 XBUY 032108870
2020-08-11 ZSL 74347W114
2020-08-12 AAAU 715426102
2020-08-12 ASGI 00326W106
2020-08-12 ASM 053906103
2020-08-12 CQQQ 46138E800
2020-08-12 EB 29975E109
2020-08-12 ENSV 29358Y102
2020-08-12 EWD 464286756
2020-08-12 FISR 78470P507
2020-08-12 FXA 46090N103
2020-08-12 HSMV 33741Y100
2020-08-12 IDRV 46435U366
2020-08-12 INDS 69374H766
2020-08-12 JOYY 45687D106
2020-08-12 OVL 53656F805
2020-08-12 PHDG 46090A705
2020-08-12 PSF 19248Y107
2020-08-12 PTBD 69374H642
2020-08-12 SPHY 78468R606
2020-08-12 THD 464286624
2020-08-12 TMF 25459W540
2020-08-12 UGL 74347W601
2020-08-12 WEBS 25460E356
2020-08-12 XBUY 032108870
2020-08-12 ZSL 74347W114
2020-08-13 AAAU 715426102
2020-08-13 ASGI 00326W106
2020-08-13 ASM 053906103
2020-08-13 CQQQ 46138E800
2020-08-13 EB 29975E109
2020-08-13 ENSV 29358Y102
2020-08-13 EWD 464286756
2020-08-13 FXA 46090N103
2020-08-13 HSMV 33741Y100
2020-08-13 IDRV 46435U366
2020-08-13 INDS 69374H766
2020-08-13 JOYY 45687D106
2020-08-13 OVL 53656F805
2020-08-13 PHDG 46090A705
2020-08-13 PSF 19248Y107
2020-08-13 PTBD 69374H642
2020-08-13 SPHY 78468R606
2020-08-13 TMF 25459W540
2020-08-13 WEBS 25460E356
2020-08-13 WLL 966387409
2020-08-13 XBUY 032108870
2020-08-13 ZSL 74347W114
2020-08-14 AAAU 715426102
2020-08-14 ASGI 00326W106
2020-08-14 ASM 053906103
2020-08-14 CQQQ 46138E800
2020-08-14 EB 29975E109
2020-08-14 ENSV 29358Y102
2020-08-14 EWD 464286756
2020-08-14 FXA 46090N103
2020-08-14 HSMV 33741Y100
2020-08-14 IDRV 46435U366
2020-08-14 INDS 69374H766
2020-08-14 JOYY 45687D106
2020-08-14 OVL 53656F805
2020-08-14 PHDG 46090A705
2020-08-14 PSF 19248Y107
2020-08-14 PTBD 69374H642
2020-08-14 RKT 77311W101
2020-08-14 SPHY 78468R606
2020-08-14 TBF 74347X849
2020-08-14 TMF 25459W540
2020-08-14 WEBS 25460E356
2020-08-14 WLL 966387409
2020-08-14 XBUY 032108870
2020-08-14 ZSL 74347W114
2020-08-17 AAAU 715426102
2020-08-17 ASM 053906103
2020-08-17 CQQQ 46138E800
2020-08-17 EB 29975E109
2020-08-17 EWD 464286756
2020-08-17 FVRR M4R82T106
2020-08-17 FXA 46090N103
2020-08-17 HSMV 33741Y100
2020-08-17 IDRV 46435U366
2020-08-17 INDS 69374H766
2020-08-17 JOYY 45687D106
2020-08-17 OVL 53656F805
2020-08-17 PHDG 46090A705
2020-08-17 PSF 19248Y107
2020-08-17 PTBD 69374H642
2020-08-17 RKT 77311W101
2020-08-17 SPHY 78468R606
2020-08-17 TBF 74347X849
2020-08-17 TMF 25459W540
2020-08-17 WEBS 25460E356
2020-08-17 WLL 966387409
2020-08-17 XBUY 032108870
2020-08-17 ZSL 74347W114
2020-08-18 AAAU 715426102
2020-08-18 ASM 053906103
2020-08-18 EB 29975E109
2020-08-18 EWD 464286756
2020-08-18 FVRR M4R82T106
2020-08-18 HSMV 33741Y100
2020-08-18 IDRV 46435U366
2020-08-18 INDS 69374H766
2020-08-18 JOYY 45687D106
2020-08-18 OVL 53656F805
2020-08-18 PHDG 46090A705
2020-08-18 PSF 19248Y107
2020-08-18 PTBD 69374H642
2020-08-18 RKT 77311W101
2020-08-18 SPHY 78468R606
2020-08-18 TBF 74347X849
2020-08-18 WEBS 25460E356
2020-08-18 WLL 966387409
2020-08-18 XBUY 032108870
2020-08-18 ZSL 74347W114
2020-08-19 AAAU 715426102
2020-08-19 ASM 053906103
2020-08-19 EWD 464286756
2020-08-19 FVRR M4R82T106
2020-08-19 HSMV 33741Y100
2020-08-19 IDRV 46435U366
2020-08-19 OVL 53656F805
2020-08-19 PHDG 46090A705
2020-08-19 PSF 19248Y107
2020-08-19 PTBD 69374H642
2020-08-19 RKT 77311W101
2020-08-19 SPHY 78468R606
2020-08-19 TBF 74347X849
2020-08-19 WEBS 25460E356
2020-08-19 WLL 966387409
2020-08-19 XBUY 032108870
2020-08-19 ZSL 74347W114
2020-08-20 AAAU 715426102
2020-08-20 ASM 053906103
2020-08-20 DBJP 233051507
2020-08-20 DUST 25460G880
2020-08-20 EWD 464286756
2020-08-20 FVRR M4R82T106
2020-08-20 HSMV 33741Y100
2020-08-20 IDRV 46435U366
2020-08-20 OVL 53656F805
2020-08-20 PHDG 46090A705
2020-08-20 PSF 19248Y107
2020-08-20 PTBD 69374H642
2020-08-20 RKT 77311W101
2020-08-20 SPHY 78468R606
2020-08-20 TBF 74347X849
2020-08-20 WEBS 25460E356
2020-08-20 WLL 966387409
2020-08-20 ZSL 74347W114
2020-08-21 AAAU 715426102
2020-08-21 ASM 053906103
2020-08-21 DBJP 233051507
2020-08-21 DUST 25460G880
2020-08-21 EWD 464286756
2020-08-21 FVRR M4R82T106
2020-08-21 IDRV 46435U366
2020-08-21 OVL 53656F805
2020-08-21 PHDG 46090A705
2020-08-21 PSF 19248Y107
2020-08-21 PTBD 69374H642
2020-08-21 RKT 77311W101
2020-08-21 SPHY 78468R606
2020-08-21 TBF 74347X849
2020-08-21 WEBS 25460E356
2020-08-21 WLL 966387409
2020-08-21 ZSL 74347W114
2020-08-24 AAAU 715426102
2020-08-24 ASM 053906103
2020-08-24 DBJP 233051507
2020-08-24 DUST 25460G880
2020-08-24 EWD 464286756
2020-08-24 FVRR M4R82T106
2020-08-24 GSSC 381430602
2020-08-24 IDRV 46435U366
2020-08-24 OVL 53656F805
2020-08-24 PHDG 46090A705
2020-08-24 PSF 19248Y107
2020-08-24 PTBD 69374H642
2020-08-24 RKT 77311W101
2020-08-24 SPHY 78468R606
2020-08-24 TBF 74347X849
2020-08-24 WEBS 25460E356
2020-08-24 WLL 966387409
2020-08-24 ZSL 74347W114
2020-08-25 AAAU 715426102
2020-08-25 ASM 053906103
2020-08-25 DBJP 233051507
2020-08-25 DUST 25460G880
2020-08-25 EWD 464286756
2020-08-25 FVRR M4R82T106
2020-08-25 GSSC 381430602
2020-08-25 HTAB 41653L404
2020-08-25 IDRV 46435U366
2020-08-25 OVL 53656F805
2020-08-25 PHDG 46090A705
2020-08-25 PSF 19248Y107
2020-08-25 RKT 77311W101
2020-08-25 SPHY 78468R606
2020-08-25 TBF 74347X849
2020-08-25 WEBS 25460E356
2020-08-25 WLL 966387409
2020-08-25 ZSL 74347W114
2020-08-26 AAAU 715426102
2020-08-26 ASM 053906103
2020-08-26 CHIQ 37950E408
2020-08-26 DBJP 233051507
2020-08-26 DUST 25460G880
2020-08-26 EWD 464286756
2020-08-26 FVRR M4R82T106
2020-08-26 GSSC 381430602
2020-08-26 HAUZ 233051846
2020-08-26 HTAB 41653L404
2020-08-26 IDRV 46435U366
2020-08-26 IMTM 46434V449
2020-08-26 OVL 53656F805
2020-08-26 PHDG 46090A705
2020-08-26 PSF 19248Y107
2020-08-26 RKT 77311W101
2020-08-26 SPHY 78468R606
2020-08-26 TBF 74347X849
2020-08-26 WEBS 25460E356
2020-08-26 WLL 966387409
2020-08-26 ZSL 74347W114
2020-08-27 AAAU 715426102
2020-08-27 ASM 053906103
2020-08-27 CHIQ 37950E408
2020-08-27 DUST 25460G880
2020-08-27 EWD 464286756
2020-08-27 FVRR M4R82T106
2020-08-27 GSSC 381430602
2020-08-27 HAUZ 233051846
2020-08-27 HTAB 41653L404
2020-08-27 IDRV 46435U366
2020-08-27 IMTM 46434V449
2020-08-27 PHDG 46090A705
2020-08-27 PSF 19248Y107
2020-08-27 QLS 45409B305
2020-08-27 RKT 77311W101
2020-08-27 TBF 74347X849
2020-08-27 TME 88034P109
2020-08-27 WEBS 25460E356
2020-08-27 WLL 966387409
2020-08-27 ZSL 74347W114
2020-08-28 AAAU 715426102
2020-08-28 ASM 053906103
2020-08-28 CHIQ 37950E408
2020-08-28 DUST 25460G880
2020-08-28 EWD 464286756
2020-08-28 FVRR M4R82T106
2020-08-28 GSSC 381430602
2020-08-28 HAUZ 233051846
2020-08-28 HTAB 41653L404
2020-08-28 IDRV 46435U366
2020-08-28 IHAK 46435U135
2020-08-28 IMTM 46434V449
2020-08-28 PGHY 46138E669
2020-08-28 PHDG 46090A705
2020-08-28 PSF 19248Y107
2020-08-28 QLS 45409B305
2020-08-28 RKT 77311W101
2020-08-28 TBF 74347X849
2020-08-28 TME 88034P109
2020-08-28 WEBS 25460E356
2020-08-28 WLL 966387409
2020-08-28 ZSL 74347W114
2020-08-31 AAAU 715426102
2020-08-31 ASM 053906103
2020-08-31 CHIQ 37950E408
2020-08-31 DUST 25460G880
2020-08-31 ESGA 025072752
2020-08-31 EWD 464286756
2020-08-31 FVRR M4R82T106
2020-08-31 GSSC 381430602
2020-08-31 HAUZ 233051846
2020-08-31 HTAB 41653L404
2020-08-31 IDRV 46435U366
2020-08-31 IHAK 46435U135
2020-08-31 IMTM 46434V449
2020-08-31 PGHY 46138E669
2020-08-31 PHDG 46090A705
2020-08-31 PSF 19248Y107
2020-08-31 QLS 45409B305
2020-08-31 RKT 77311W101
2020-08-31 TBF 74347X849
2020-08-31 TME 88034P109
2020-08-31 WEBS 25460E356
2020-08-31 WLL 966387409
2020-08-31 ZSL 74347W114
2020-09-01 AAAU 715426102
2020-09-01 CHIQ 37950E408
2020-09-01 DUST 25460G880
2020-09-01 ESGA 025072752
2020-09-01 EWD 464286756
2020-09-01 FVRR M4R82T106
2020-09-01 HAUZ 233051846
2020-09-01 IDRV 46435U366
2020-09-01 IHAK 46435U135
2020-09-01 IMTM 46434V449
2020-09-01 PGHY 46138E669
2020-09-01 PHDG 46090A705
2020-09-01 PSF 19248Y107
2020-09-01 QLS 45409B305
2020-09-01 RKT 77311W101
2020-09-01 TBF 74347X849
2020-09-01 TME 88034P109
2020-09-01 WEBS 25460E356
2020-09-01 WLL 966387409
2020-09-01 ZSL 74347W114
2020-09-02 AAAU 715426102
2020-09-02 CHIQ 37950E408
2020-09-02 DUST 25460G880
2020-09-02 ESGA 025072752
2020-09-02 EWD 464286756
2020-09-02 FTSI 30283W203
2020-09-02 FVRR M4R82T106
2020-09-02 IDRV 46435U366
2020-09-02 IHAK 46435U135
2020-09-02 IPOS 759937303
2020-09-02 PGHY 46138E669
2020-09-02 PSF 19248Y107
2020-09-02 QLS 45409B305
2020-09-02 RKT 77311W101
2020-09-02 TBF 74347X849
2020-09-02 TME 88034P109
2020-09-02 WEBS 25460E356
2020-09-02 WLL 966387508
2020-09-02 ZSL 74347W114
2020-09-03 AAAU 715426102
2020-09-03 CHIQ 37950E408
2020-09-03 DSS 25614T309
2020-09-03 DUST 25460G880
2020-09-03 ESGA 025072752
2020-09-03 EWD 464286756
2020-09-03 FTSI 30283W203
2020-09-03 FVRR M4R82T106
2020-09-03 IDRV 46435U366
2020-09-03 IHAK 46435U135
2020-09-03 IPOS 759937303
2020-09-03 KURE 500767835
2020-09-03 PGHY 46138E669
2020-09-03 PSF 19248Y107
2020-09-03 QLS 45409B305
2020-09-03 RKT 77311W101
2020-09-03 TBF 74347X849
2020-09-03 TMV 25460G849
2020-09-03 WLL 966387508
2020-09-03 ZSL 74347W114
2020-09-04 AAAU 715426102
2020-09-04 DSS 25614T309
2020-09-04 DUST 25460G880
2020-09-04 ESGA 025072752
2020-09-04 EWD 464286756
2020-09-04 FTSI 30283W203
2020-09-04 IDRV 46435U366
2020-09-04 IHAK 46435U135
2020-09-04 IPOS 759937303
2020-09-04 KURE 500767835
2020-09-04 PGHY 46138E669
2020-09-04 PSF 19248Y107
2020-09-04 PSV G4511M108
2020-09-04 QLS 45409B305
2020-09-04 RKT 77311W101
2020-09-04 TBF 74347X849
2020-09-04 TMV 25460G849
2020-09-04 WLL 966387508
2020-09-04 ZSL 74347W114
2020-09-08 AAAU 715426102
2020-09-08 AMOM 30151E780
2020-09-08 BETZ 53656F789
2020-09-08 DSS 25614T309
2020-09-08 DUST 25460G880
2020-09-08 ESGA 025072752
2020-09-08 EWD 464286756
2020-09-08 FTSI 30283W203
2020-09-08 IDRV 46435U366
2020-09-08 IHAK 46435U135
2020-09-08 IPOS 759937303
2020-09-08 JE 48213W101
2020-09-08 KURE 500767835
2020-09-08 NERD 53656F706
2020-09-08 PSF 19248Y107
2020-09-08 PSV G4511M108
2020-09-08 QLS 45409B305
2020-09-08 RKT 77311W101
2020-09-08 TBF 74347X849
2020-09-08 TMBR 887080109
2020-09-08 TMV 25460G849
2020-09-08 WLL 966387508
2020-09-08 ZSL 74347W114
2020-09-09 AAAU 715426102
2020-09-09 AMOM 30151E780
2020-09-09 BETZ 53656F789
2020-09-09 BKLC 09661T107
2020-09-09 DSS 25614T309
2020-09-09 DUST 25460G880
2020-09-09 ESGA 025072752
2020-09-09 EWD 464286756
2020-09-09 FTSI 30283W203
2020-09-09 IDRV 46435U366
2020-09-09 IHAK 46435U135
2020-09-09 IPOS 759937303
2020-09-09 JE 48213W101
2020-09-09 KURE 500767835
2020-09-09 NERD 53656F706
2020-09-09 PSV G4511M108
2020-09-09 QLS 45409B305
2020-09-09 RKT 77311W101
2020-09-09 TBF 74347X849
2020-09-09 TMBR 887080109
2020-09-09 TMV 25460G849
2020-09-09 WLL 966387508
2020-09-09 ZSL 74347W114
2020-09-10 AAAU 715426102
2020-09-10 AMOM 30151E780
2020-09-10 BETZ 53656F789
2020-09-10 BKLC 09661T107
2020-09-10 DSS 25614T309
2020-09-10 DUST 25460G880
2020-09-10 ESGA 025072752
2020-09-10 EWG 464286806
2020-09-10 FTSI 30283W203
2020-09-10 GOEX 37954Y863
2020-09-10 IDRV 46435U366
2020-09-10 IHAK 46435U135
2020-09-10 IPOS 759937303
2020-09-10 JE 48213W101
2020-09-10 KURE 500767835
2020-09-10 NERD 53656F706
2020-09-10 PSV G4511M108
2020-09-10 QLS 45409B305
2020-09-10 RKT 77311W101
2020-09-10 TBF 74347X849
2020-09-10 TMBR 887080109
2020-09-10 TMV 25460G849
2020-09-10 WLL 966387508
2020-09-10 ZSL 74347W114
2020-09-11 AAAU 715426102
2020-09-11 AMOM 30151E780
2020-09-11 BETZ 53656F789
2020-09-11 BKLC 09661T107
2020-09-11 DSS 25614T309
2020-09-11 DUST 25460G880
2020-09-11 ESGA 025072752
2020-09-11 EWG 464286806
2020-09-11 GOEX 37954Y863
2020-09-11 IDRV 46435U366
2020-09-11 IHAK 46435U135
2020-09-11 IPOS 759937303
2020-09-11 JE 48213W101
2020-09-11 KURE 500767835
2020-09-11 NERD 53656F706
2020-09-11 PSV G4511M108
2020-09-11 QLS 45409B305
2020-09-11 RKT 77311W101
2020-09-11 TBF 74347X849
2020-09-11 TMBR 887080109
2020-09-11 TMV 25460G849
2020-09-11 WLL 966387508
2020-09-11 ZSL 74347W114
2020-09-14 AAAU 715426102
2020-09-14 AMOM 30151E780
2020-09-14 BETZ 53656F789
2020-09-14 BKLC 09661T107
2020-09-14 DSS 25614T309
2020-09-14 DUST 25460G880
2020-09-14 ESGA 025072752
2020-09-14 EWG 464286806
2020-09-14 GOEX 37954Y863
2020-09-14 IDRV 46435U366
2020-09-14 IHAK 46435U135
2020-09-14 ITEQ 26924G870
2020-09-14 JE 48213W101
2020-09-14 KURE 500767835
2020-09-14 NERD 53656F706
2020-09-14 QLS 45409B305
2020-09-14 RKT 77311W101
2020-09-14 TBF 74347X849
2020-09-14 TMBR 887080109
2020-09-14 TMV 25460G849
2020-09-14 ZSL 74347W114
2020-09-15 AAAU 715426102
2020-09-15 BETZ 53656F789
2020-09-15 BKLC 09661T107
2020-09-15 DSS 25614T309
2020-09-15 DUST 25460G880
2020-09-15 ESGA 025072752
2020-09-15 EWG 464286806
2020-09-15 GOEX 37954Y863
2020-09-15 IDRV 46435U366
2020-09-15 ITEQ 26924G870
2020-09-15 JE 48213W101
2020-09-15 KURE 500767835
2020-09-15 QLS 45409B305
2020-09-15 TBF 74347X849
2020-09-15 TMBR 887080109
2020-09-15 TMV 25460G849
2020-09-15 ZSL 74347W114
2020-09-16 BETZ 53656F789
2020-09-16 DSS 25614T309
2020-09-16 DUST 25460G880
2020-09-16 EJUL 45782C714
2020-09-16 ESGA 025072752
2020-09-16 EWG 464286806
2020-09-16 GOEX 37954Y863
2020-09-16 IDRV 46435U366
2020-09-16 ITEQ 26924G870
2020-09-16 JE 48213W101
2020-09-16 QLS 45409B305
2020-09-16 TBF 74347X849
2020-09-16 TMV 25460G849
2020-09-16 ZSL 74347W114
2020-09-17 BETZ 53656F789
2020-09-17 DSS 25614T309
2020-09-17 DUST 25460G880
2020-09-17 EJUL 45782C714
2020-09-17 ESGA 025072752
2020-09-17 IDRV 46435U366
2020-09-17 ITEQ 26924G870
2020-09-17 JE 48213W101
2020-09-17 QLS 45409B305
2020-09-17 TBF 74347X849
2020-09-17 TMV 25460G849
2020-09-18 AMC 00165C104
2020-09-18 BETZ 53656F789
2020-09-18 DSS 25614T309
2020-09-18 DUST 25460G880
2020-09-18 EJUL 45782C714
2020-09-18 ESGA 025072752
2020-09-18 FXR 33734X150
2020-09-18 IDRV 46435U366
2020-09-18 ITEQ 26924G870
2020-09-18 JE 48213W101
2020-09-18 QLS 45409B305
2020-09-18 TMF 25459W540
2020-09-18 TMV 25460G849
2020-09-21 AMC 00165C104
2020-09-21 BETZ 53656F789
2020-09-21 DSS 25614T309
2020-09-21 DUST 25460G880
2020-09-21 EJUL 45782C714
2020-09-21 ESGA 025072752
2020-09-21 FXR 33734X150
2020-09-21 IDRV 46435U366
2020-09-21 ITEQ 26924G870
2020-09-21 JE 48213W101
2020-09-21 PKB 46137V779
2020-09-21 QLS 45409B305
2020-09-21 TMF 25459W540
2020-09-21 TMV 25460G849
2020-09-22 AMC 00165C104
2020-09-22 BETZ 53656F789
2020-09-22 DIVO 032108409
2020-09-22 DSS 25614T309
2020-09-22 DUST 25460G880
2020-09-22 EJUL 45782C714
2020-09-22 ESGA 025072752
2020-09-22 FXR 33734X150
2020-09-22 GME 36467W109
2020-09-22 IDRV 46435U366
2020-09-22 JDST 25460G807
2020-09-22 JE 48213W101
2020-09-22 PKB 46137V779
2020-09-22 QLS 45409B305
2020-09-22 TMF 25459W540
2020-09-22 TMV 25460G849
2020-09-23 AMC 00165C104
2020-09-23 BETZ 53656F789
2020-09-23 DIVO 032108409
2020-09-23 DOO 97717W786
2020-09-23 DSS 25614T309
2020-09-23 DUST 25460G880
2020-09-23 EJUL 45782C714
2020-09-23 ESGA 025072752
2020-09-23 FXR 33734X150
2020-09-23 GME 36467W109
2020-09-23 IDRV 46435U366
2020-09-23 JDST 25460G807
2020-09-23 JE 48213W101
2020-09-23 PKB 46137V779
2020-09-23 TMF 25459W540
2020-09-23 TMV 25460G849
2020-09-24 AMC 00165C104
2020-09-24 ASHR 233051879
2020-09-24 BETZ 53656F789
2020-09-24 DIVO 032108409
2020-09-24 DOO 97717W786
2020-09-24 DSS 25614T309
2020-09-24 DUST 25460G880
2020-09-24 ESGA 025072752
2020-09-24 FXR 33734X150
2020-09-24 GME 36467W109
2020-09-24 IDRV 46435U366
2020-09-24 INDS 69374H766
2020-09-24 JDST 25460G807
2020-09-24 JE 48213W101
2020-09-24 KODK 277461406
2020-09-24 LCG 66538H385
2020-09-24 PKB 46137V779
2020-09-24 RTM 46137V316
2020-09-24 SPUS 886364801
2020-09-24 SPXL 25459W862
2020-09-24 TAN 46138G706
2020-09-24 TMF 25459W540
2020-09-24 TMV 25460G849
2020-09-25 AMC 00165C104
2020-09-25 ASHR 233051879
2020-09-25 DIVO 032108409
2020-09-25 DOO 97717W786
2020-09-25 DSS 25614T309
2020-09-25 DUST 25460G880
2020-09-25 ESGA 025072752
2020-09-25 GME 36467W109
2020-09-25 HUSA 44183U209
2020-09-25 INDS 69374H766
2020-09-25 JDST 25460G807
2020-09-25 JE 48213W101
2020-09-25 KODK 277461406
2020-09-25 LCG 66538H385
2020-09-25 MNK G5785G107
2020-09-25 PKB 46137V779
2020-09-25 RTM 46137V316
2020-09-25 SPUS 886364801
2020-09-25 SPXL 25459W862
2020-09-25 TAN 46138G706
2020-09-25 TMF 25459W540
2020-09-25 TMV 25460G849
2020-09-28 AMC 00165C104
2020-09-28 ASHR 233051879
2020-09-28 AVEM 025072604
2020-09-28 DIVO 032108409
2020-09-28 DOO 97717W786
2020-09-28 DSS 25614T309
2020-09-28 DUST 25460G880
2020-09-28 EIDO 46429B309
2020-09-28 ESGA 025072752
2020-09-28 GME 36467W109
2020-09-28 HUSA 44183U209
2020-09-28 INDS 69374H766
2020-09-28 JDST 25460G807
2020-09-28 JE 48213W101
2020-09-28 KODK 277461406
2020-09-28 LCG 66538H385
2020-09-28 MNK G5785G107
2020-09-28 PKB 46137V779
2020-09-28 RTM 46137V316
2020-09-28 SPUS 886364801
2020-09-28 SPXL 25459W862
2020-09-28 TAN 46138G706
2020-09-28 TMF 25459W540
2020-09-28 TMV 25460G849
2020-09-29 AMC 00165C104
2020-09-29 ASHR 233051879
2020-09-29 AVEM 025072604
2020-09-29 DIVO 032108409
2020-09-29 DOO 97717W786
2020-09-29 DSS 25614T309
2020-09-29 DUST 25460G880
2020-09-29 EIDO 46429B309
2020-09-29 ESGA 025072752
2020-09-29 GME 36467W109
2020-09-29 HUSA 44183U209
2020-09-29 INDS 69374H766
2020-09-29 JDST 25460G807
2020-09-29 JE 48213W408
2020-09-29 KODK 277461406
2020-09-29 LCG 66538H385
2020-09-29 MNK G5785G107
2020-09-29 PKB 46137V779
2020-09-29 PREF 74255Y888
2020-09-29 RTM 46137V316
2020-09-29 SPUS 886364801
2020-09-29 SPXL 25459W862
2020-09-29 TAN 46138G706
2020-09-29 TMF 25459W540
2020-09-29 TMV 25460G849
2020-09-29 XRT 78464A714
2020-09-30 AMC 00165C104
2020-09-30 ASHR 233051879
2020-09-30 AVEM 025072604
2020-09-30 DIVO 032108409
2020-09-30 DOO 97717W786
2020-09-30 DUST 25460G880
2020-09-30 EIDO 46429B309
2020-09-30 ESGA 025072752
2020-09-30 GME 36467W109
2020-09-30 HUSA 44183U209
2020-09-30 IHAK 46435U135
2020-09-30 INDS 69374H766
2020-09-30 JDST 25460G807
2020-09-30 JE 48213W408
2020-09-30 KODK 277461406
2020-09-30 LCG 66538H385
2020-09-30 MNK G5785G107
2020-09-30 PKB 46137V779
2020-09-30 PREF 74255Y888
2020-09-30 RTM 46137V316
2020-09-30 SPUS 886364801
2020-09-30 SPXL 25459W862
2020-09-30 TAN 46138G706
2020-09-30 TMF 25459W540
2020-09-30 TMV 25460G849
2020-09-30 XRT 78464A714
2020-10-01 AMC 00165C104
2020-10-01 AVEM 025072604
2020-10-01 DIVO 032108409
2020-10-01 DOO 97717W786
2020-10-01 DUST 25460G880
2020-10-01 EIDO 46429B309
2020-10-01 ESGA 025072752
2020-10-01 GME 36467W109
2020-10-01 HUSA 44183U209
2020-10-01 IHAK 46435U135
2020-10-01 INDS 69374H766
2020-10-01 JDST 25460G807
2020-10-01 JE 48213W408
2020-10-01 MNK G5785G107
2020-10-01 MYO 62857J201
2020-10-01 PREF 74255Y888
2020-10-01 SPUS 886364801
2020-10-01 TAN 46138G706
2020-10-01 TMF 25459W540
2020-10-01 TMV 25460G849
2020-10-01 XBI 78464A870
2020-10-01 XRT 78464A714
2020-10-02 AMC 00165C104
2020-10-02 AVEM 025072604
2020-10-02 DIVO 032108409
2020-10-02 EIDO 46429B309
2020-10-02 ESGA 025072752
2020-10-02 GME 36467W109
2020-10-02 HUSA 44183U209
2020-10-02 IHAK 46435U135
2020-10-02 INDS 69374H766
2020-10-02 JDST 25460G807
2020-10-02 JE 48213W408
2020-10-02 MNK G5785G107
2020-10-02 MYO 62857J201
2020-10-02 PREF 74255Y888
2020-10-02 SPUS 886364801
2020-10-02 TAN 46138G706
2020-10-02 TMF 25459W540
2020-10-02 XBI 78464A870
2020-10-02 XRT 78464A714
2020-10-05 AMC 00165C104
2020-10-05 AVEM 025072604
2020-10-05 DIVO 032108409
2020-10-05 ESGA 025072752
2020-10-05 GME 36467W109
2020-10-05 HUSA 44183U209
2020-10-05 IHAK 46435U135
2020-10-05 INDS 69374H766
2020-10-05 JDST 25460G807
2020-10-05 JE 48213W408
2020-10-05 MMIN 45409F843
2020-10-05 MNK G5785G107
2020-10-05 MYO 62857J201
2020-10-05 PREF 74255Y888
2020-10-05 SPUS 886364801
2020-10-05 TAN 46138G706
2020-10-05 TMF 25459W540
2020-10-05 WRBPRB 084423409
2020-10-05 XBI 78464A870
2020-10-05 XRT 78464A714
2020-10-06 AMC 00165C104
2020-10-06 AVEM 025072604
2020-10-06 DIVO 032108409
2020-10-06 ESGA 025072752
2020-10-06 GME 36467W109
2020-10-06 HUSA 44183U209
2020-10-06 IHAK 46435U135
2020-10-06 INDS 69374H766
2020-10-06 JE 48213W408
2020-10-06 MMIN 45409F843
2020-10-06 MNK G5785G107
2020-10-06 MSOS 00768Y453
2020-10-06 MYO 62857J201
2020-10-06 PREF 74255Y888
2020-10-06 SPUS 886364801
2020-10-06 TAN 46138G706
2020-10-06 TMF 25459W540
2020-10-06 WRBPRB 084423409
2020-10-06 XBI 78464A870
2020-10-06 XRT 78464A714
2020-10-07 AMC 00165C104
2020-10-07 AVEM 025072604
2020-10-07 CHIQ 37950E408
2020-10-07 ESGA 025072752
2020-10-07 GME 36467W109
2020-10-07 HUSA 44183U209
2020-10-07 INDS 69374H766
2020-10-07 JE 48213W408
2020-10-07 MMIN 45409F843
2020-10-07 MNK G5785G107
2020-10-07 MSOS 00768Y453
2020-10-07 MYO 62857J201
2020-10-07 PREF 74255Y888
2020-10-07 SPUS 886364801
2020-10-07 TMF 25459W540
2020-10-07 WRBPRB 084423409
2020-10-07 XBI 78464A870
2020-10-07 XRT 78464A714
2020-10-08 AMC 00165C104
2020-10-08 AVEM 025072604
2020-10-08 CHIQ 37950E408
2020-10-08 ESGA 025072752
2020-10-08 HUSA 44183U209
2020-10-08 INDS 69374H766
2020-10-08 JE 48213W408
2020-10-08 MMIN 45409F843
2020-10-08 MNK G5785G107
2020-10-08 MSOS 00768Y453
2020-10-08 MYO 62857J201
2020-10-08 PREF 74255Y888
2020-10-08 SIXL 301505699
2020-10-08 SOXS 25460G690
2020-10-08 SPUS 886364801
2020-10-08 TCHP 87283Q107
2020-10-08 TMF 25459W540
2020-10-08 WRBPRB 084423409
2020-10-08 XBI 78464A870
2020-10-08 XRT 78464A714
2020-10-09 AMC 00165C104
2020-10-09 AVEM 025072604
2020-10-09 CHIK 37954Y533
2020-10-09 CHIQ 37950E408
2020-10-09 ESGA 025072752
2020-10-09 HUSA 44183U209
2020-10-09 INDS 69374H766
2020-10-09 IYM 464287838
