underlying,underlying_last,type,expiration,quotedate,strike,last,change,bid,ask,volume,openinterest
AMC,33.43,put,09/17/2021,07/14/2021,18.00,2.29,0.48,2.45,2.59,163,2638
AMC,33.43,call,09/17/2021,07/14/2021,18.00,18.15,-5.55,17.35,18.05,11,1475
AMC,33.43,put,09/17/2021,07/14/2021,19.00,2.77,0.77,2.77,2.91,493,1006
AMC,33.43,call,09/17/2021,07/14/2021,19.00,18.94,-2.81,16.95,17.35,37,1011
AMC,33.43,put,09/17/2021,07/14/2021,20.00,3.16,0.91,3.10,3.20,11267,6544
AMC,33.43,call,09/17/2021,07/14/2021,20.00,16.75,-4.75,16.20,16.75,353,5340
AMC,33.43,put,09/17/2021,07/14/2021,21.00,3.47,0.86,3.45,3.65,31,852
AMC,33.43,call,09/17/2021,07/14/2021,21.00,16.70,-3.70,15.35,16.10,15,1995
AMC,33.43,put,09/17/2021,07/14/2021,22.00,3.95,1.08,3.85,4.00,53,1506
AMC,33.43,call,09/17/2021,07/14/2021,22.00,16.10,-3.95,15.05,15.70,35,665
AMC,33.43,put,09/17/2021,07/14/2021,23.00,3.88,0.73,4.25,4.45,65,922
AMC,33.43,call,09/17/2021,07/14/2021,23.00,15.10,-4.18,14.20,15.10,8,297
AMC,33.43,put,09/17/2021,07/14/2021,24.00,4.40,0.80,4.70,4.90,78,615
AMC,33.43,call,09/17/2021,07/14/2021,24.00,14.01,-4.67,13.55,14.50,22,312
AMC,33.43,put,09/17/2021,07/14/2021,25.00,5.21,1.37,5.15,5.35,948,6153
AMC,33.43,call,09/17/2021,07/14/2021,25.00,14.65,-3.76,13.00,13.95,667,9237
AMC,33.43,put,09/17/2021,07/14/2021,26.00,5.46,1.56,5.65,5.85,117,309
AMC,33.43,call,09/17/2021,07/14/2021,26.00,12.97,-4.76,12.80,13.35,34,448
AMC,33.43,put,09/17/2021,07/14/2021,27.00,5.66,0.96,6.15,6.35,18,337
AMC,33.43,call,09/17/2021,07/14/2021,27.00,12.85,-4.35,12.35,12.75,17,322
AMC,33.43,put,09/17/2021,07/14/2021,28.00,6.64,1.44,6.65,6.85,126,6079
AMC,33.43,call,09/17/2021,07/14/2021,28.00,13.31,-2.99,11.70,12.35,37,301
AMC,33.43,put,09/17/2021,07/14/2021,29.00,7.26,1.69,7.20,7.45,91,167
AMC,33.43,call,09/17/2021,07/14/2021,29.00,11.77,-4.13,11.40,11.90,40,298
AMC,33.43,put,09/17/2021,07/14/2021,30.00,7.88,1.84,7.75,8.00,8694,16760
AMC,33.43,call,09/17/2021,07/14/2021,30.00,11.08,-4.17,10.75,11.50,1046,15011
AMC,33.43,put,09/17/2021,07/14/2021,31.00,8.35,1.60,8.30,8.60,79,638
AMC,33.43,call,09/17/2021,07/14/2021,31.00,10.70,-4.55,10.30,11.05,35,226
AMC,33.43,put,09/17/2021,07/14/2021,32.00,9.01,2.01,8.95,9.15,40,737
AMC,33.43,call,09/17/2021,07/14/2021,32.00,11.35,-2.56,10.00,10.65,17,208
AMC,33.43,put,09/17/2021,07/14/2021,33.00,9.65,2.03,9.50,9.75,4620,175
AMC,33.43,call,09/17/2021,07/14/2021,33.00,9.90,-3.46,9.80,10.25,63,173
AMC,33.43,put,09/17/2021,07/14/2021,34.00,10.29,1.99,10.15,10.45,124,169
AMC,33.43,call,09/17/2021,07/14/2021,34.00,9.40,-3.80,9.20,9.80,367,312
AMC,33.43,put,09/17/2021,07/14/2021,35.00,10.89,2.21,10.80,11.00,399,6700
AMC,33.43,call,09/17/2021,07/14/2021,35.00,9.07,-3.73,9.00,9.45,1042,2827
AMC,33.43,put,09/17/2021,07/14/2021,36.00,11.45,2.30,11.45,11.80,199,352
AMC,33.43,call,09/17/2021,07/14/2021,36.00,9.05,-3.10,8.75,9.15,225,179
AMC,33.43,put,09/17/2021,07/14/2021,37.00,12.26,2.41,12.10,12.50,64,173
AMC,33.43,call,09/17/2021,07/14/2021,37.00,8.75,-3.05,8.25,8.80,191,117
AMC,33.43,put,09/17/2021,07/14/2021,38.00,11.65,1.42,12.80,13.20,61,286
AMC,33.43,call,09/17/2021,07/14/2021,38.00,8.70,-3.08,8.00,8.50,195,184
AMC,33.43,put,09/17/2021,07/14/2021,39.00,12.82,2.02,13.50,13.90,46,178
AMC,33.43,call,09/17/2021,07/14/2021,39.00,7.90,-3.56,7.65,8.20,275,367
AMC,33.43,put,09/17/2021,07/14/2021,40.00,14.20,2.65,14.20,14.45,587,3537
AMC,33.43,call,09/17/2021,07/14/2021,40.00,7.90,-2.90,7.65,7.70,3098,36829
AMC,33.43,put,09/17/2021,07/14/2021,41.00,14.20,1.56,14.95,15.40,43,164
AMC,33.43,call,09/17/2021,07/14/2021,41.00,7.80,-2.75,7.10,7.55,67,270
AMC,33.43,put,09/17/2021,07/14/2021,42.00,15.50,2.45,15.70,16.15,90,216
AMC,33.43,call,09/17/2021,07/14/2021,42.00,7.15,-3.05,6.85,7.40,93,205
AMC,33.43,put,09/17/2021,07/14/2021,43.00,16.23,2.74,16.40,16.90,20,282
AMC,33.43,call,09/17/2021,07/14/2021,43.00,6.94,-2.96,6.70,7.15,87,282
AMC,33.43,put,09/17/2021,07/14/2021,44.00,16.00,1.55,17.20,17.70,109,244
AMC,33.43,call,09/17/2021,07/14/2021,44.00,6.96,-2.74,6.40,6.90,139,242
AMC,33.43,put,09/17/2021,07/14/2021,45.00,18.00,2.75,18.10,18.50,170,624
AMC,33.43,call,09/17/2021,07/14/2021,45.00,6.45,-3.02,6.30,6.65,2012,1585
AMC,33.43,put,09/17/2021,07/14/2021,46.00,18.27,2.32,18.80,19.30,36,102
AMC,33.43,call,09/17/2021,07/14/2021,46.00,6.76,-2.24,6.00,6.45,47,576
AMC,33.43,put,09/17/2021,07/14/2021,47.00,17.85,1.20,19.55,20.10,71,257
AMC,33.43,call,09/17/2021,07/14/2021,47.00,6.15,-2.35,5.95,6.25,86,328
AMC,33.43,put,09/17/2021,07/14/2021,48.00,19.34,2.12,20.35,20.90,41,713
AMC,33.43,call,09/17/2021,07/14/2021,48.00,5.95,-2.45,5.65,6.05,132,726
